Class,subClass,concept_id,concept_name,concept_label,concept_index,attribute_concept_id,attribute_concept_name,modifier_concept_id,modifier_concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason,concept_symbol,concept_units,original_request,concept_group
CANCER TYPE,ICDO3_Histology,36402335,"8580/2 Thymoma, in situ, NOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498566,"8580/3 Thymoma, NOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498567,"8581/1 Thymoma, type A, NOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498568,"8581/3 Thymoma, type A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498569,"8582/1 Thymoma, type AB, NOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498570,"8582/3 Thymoma, type AB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498571,"8583/1 Thymoma, type B1, NOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498572,"8583/3 Thymoma, type B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498573,"8584/1 Thymoma, type B2, NOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498574,"8584/3 Thymoma, type B2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498575,"8585/1 Thymoma, type B3, NOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498576,"8585/3 Thymoma, type B3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498577,"8586/3 Thymic carcinoma, NOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498578,8587/0 Ectopic hamartomatous thymoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498579,8588/3 Spindle epithelial tumor with thymus-like element,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498580,8589/3 Intrathyroid thymic carcinoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,42511140,"8590/0 Sex cord-stromal tumor, benign",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498581,"8590/1 Sex cord-gonadal stromal tumor, NOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,36402235,"8590/3 Ovarian stromal tumor, mal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498582,"8591/1 Sex cord-gonadal stromal tumor, incompletely differentiated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498583,"8592/1 Sex cord-gonadal stromal tumor, mixed forms",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498584,8593/1 Stromal tumor with minor sex cord elements,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,36402231,"8593/3 Malignant stromal tumor, with sex cord elements",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,42511141,"8594/1 Mixed germ cell-sex cord-stromal tumor, NOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498585,"8600/0 Thecoma, NOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498586,"8600/3 Thecoma, malignant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498587,"8601/0 Thecoma, luteinized",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498588,8602/0 Sclerosing stromal tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,36403178,"8602/3 Sclerosing stromal tumor, malignant (C56.9)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498589,"8610/0 Luteoma, NOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498590,8620/1 Adult granulosa cell tumor of testis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498591,8620/3 Adult granulosa cell tumor of ovary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498592,8621/1 Granulosa cell-theca cell tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,36403167,"8621/3 Granulosa cell-theca cell tumor, mal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,42511579,"8622/0 Granulosa cell tumor of testis, juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498593,"8622/1 Granulosa cell tumor, juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,36402307,"8622/3 Juvenile granulosa cell tumor, malignant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498594,8623/1 Sex cord tumor with annular tubules,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,36403170,"8623/3 Sex cord tumor with annular tubules, malignant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498595,"8630/0 Androblastoma, benign",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498596,"8630/1 Androblastoma, NOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498597,"8630/3 Androblastoma, malignant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498598,"8631/0 Sertoli-Leydig cell tumor, well differentiated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498599,"8631/1 Sertoli-Leydig cell tumor of intermediate differentiation, NOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498600,"8631/3 Sertoli-Leydig cell tumor, poorly differentiated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498601,8632/1 Gynandroblastoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,36402296,"8632/3 Gynandroblastoma, malignant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498602,"8633/1 Sertoli-Leydig cell tumor, retiform",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498603,"8634/1 Sertoli-Leydig cell tumor, intermediate differentiation, with heterologous elements",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498604,"8634/3 Sertoli-Leydig cell tumor, poorly differentiated, with heterologous elements",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498605,"8640/1 Sertoli cell tumor, NOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498606,8640/3 Sertoli cell carcinoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498607,8641/0 Sertoli cell tumor with lipid storage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498608,8642/1 Large cell calcifying Sertoli cell tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,42511142,8643/1 Intratubular large cell hyalinizing Sertoli cell neoplasia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498609,"8650/0 Leydig cell tumor of ovary, NOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498610,"8650/1 Leydig cell tumor of testis, NOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498611,"8650/3 Leydig cell tumor, malignant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498612,8660/0 Hilus cell tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498613,8670/0 Lipid cell tumor of ovary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498614,"8670/3 Steroid cell tumor, malignant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498615,8671/0 Adrenal rest tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498616,"8680/0 Paraganglioma, benign",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498617,"8680/1 Paraganglioma, NOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498618,"8680/3 Paraganglioma, NOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498619,8681/1 Sympathetic paraganglioma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,42511143,8681/3 Sympathetic paraganglioma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498620,8682/1 Parasympathetic paraganglioma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,42511144,8682/3 Parasympathetic paraganglioma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498621,8683/0 Gangliocytic paraganglioma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,36402931,"8683/3 Gangliocytic paraganglioma, malignant (C17.0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498622,"8690/1 Glomus jugulare tumor, NOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,36402220,8690/3 Middle ear paraganglioma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498623,8691/1 Aortic body tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,36402331,8691/3 Aortic body tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498624,8692/1 Carotid body tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,36402338,8692/3 Carotid body paraganglioma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498625,"8693/1 Extra-adrenal paraganglioma, NOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498626,"8693/3 Extra-adrenal paraganglioma, NOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498627,"8700/0 Pheochromocytoma, NOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498628,"8700/3 Pheochromocytoma, NOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498629,8710/3 Glomangiosarcoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498630,"8711/0 Glomus tumor, NOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,42511145,8711/1 Glomangiomatosis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498631,"8711/3 Glomus tumor, malignant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498632,8712/0 Glomangioma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,36402932,"8712/3 Glomangioma, malignant (C49._)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498633,8713/0 Glomangiomyoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,42511146,"8714/0 Perivascular epithelioid tumor, benign",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,42511147,"8714/3 Perivascular epithelioid tumor, malignant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498634,"8720/0 Pigmented nevus, NOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498635,8720/2 Melanoma in situ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498636,"8720/3 Malignant melanoma, NOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,36402900,"8721/2 Nodular melanoma, in situ (C44._)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498637,8721/3 Nodular melanoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498638,8722/0 Balloon cell nevus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,36402938,"8722/2 Balloon cell melanoma, in situ (C44._)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498639,8722/3 Balloon cell melanoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498640,8723/0 Halo nevus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,36402952,"8723/2 Melanoma in situ, regressing (C44._)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498641,"8723/3 Malignant melanoma, regressing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498642,8725/0 Neuronevus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498643,8726/0 Magnocellular nevus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,36402910,8726/3 Malignant melanoma in magnocellular nevus (C69.4),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498644,8727/0 Dysplastic nevus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,36402936,"8727/3 Dysplastic nevus, malignant (C44._)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498645,8728/0 Meningeal melanocytosis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498646,8728/1 Meningeal melanocytoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498647,8728/3 Meningeal melanomatosis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498648,8730/0 Nonpigmented nevus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498649,8730/3 Amelanotic melanoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498411,"8740/0 Junctional nevus, NOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,36402977,8740/2 Melanoma in situ in junctional nevus (C44._),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498412,8740/3 Malignant melanoma in junctional nevus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498413,"8741/2 Precancerous melanosis, NOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498414,8741/3 Malignant melanoma in precancerous melanosis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,42511148,8742/0 Lentiginous melanocytic nevus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498415,8742/2 Lentigo maligna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498416,8742/3 Lentigo maligna melanoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,36402899,"8743/2 Superficial spreading melanoma, in situ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498417,8743/3 Low cumulative sun damage melanoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,42511580,8744/0 Acral nevus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,36402981,"8744/2 Acral lentiginous melanoma, in situ (C44._)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498418,8744/3 Acral melanoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,36402935,"8745/2 Desmoplastic melanoma, in situ (C44._)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498419,"8745/3 Desmoplastic melanoma, NOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,36402947,8746/2 Mucosal lentiginous melanoma in situ (C44._),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498420,8746/3 Mucosal lentiginous melanoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498421,8750/0 Dermal nevus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498422,8760/0 Compound nevus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,36402924,8760/2 Melanoma in situ in compound nevus (C44._),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,36402920,8760/3 Malignant melanoma in compound nevus (C44._),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498423,"8761/0 Congenital melanocytic nevus, NOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498424,"8761/1 Giant pigmented nevus, NOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,36402262,8761/2 Melanoma in situ in giant pigmented nevus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498425,8761/3 Malignant melanoma arising in giant congenital nevus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498426,8762/1 Proliferative dermal lesion in congenital nevus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498427,8770/0 Epithelioid and spindle cell nevus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,36402903,8770/2 Epithelioid and spindle cell melanoma in situ (C44._),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498428,8770/3 Malignant Spitz tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,44498429,8771/0 Epithelioid cell nevus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICDO3_Histology,36402894,8771/2 Epithelioid cell melanoma in situ (C44._),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
